@RELATION Features

@ATTRIBUTE BBBarycenterX0 NUMERIC
@ATTRIBUTE BBBarycenterY0 NUMERIC
@ATTRIBUTE PixelsRatio0 NUMERIC
@ATTRIBUTE BBBarycenterX1 NUMERIC
@ATTRIBUTE BBBarycenterY1 NUMERIC
@ATTRIBUTE PixelsRatio1 NUMERIC
@ATTRIBUTE BBBarycenterX2 NUMERIC
@ATTRIBUTE BBBarycenterY2 NUMERIC
@ATTRIBUTE PixelsRatio2 NUMERIC
@ATTRIBUTE BBBarycenterX3 NUMERIC
@ATTRIBUTE BBBarycenterY3 NUMERIC
@ATTRIBUTE PixelsRatio3 NUMERIC
@ATTRIBUTE BBBarycenterX4 NUMERIC
@ATTRIBUTE BBBarycenterY4 NUMERIC
@ATTRIBUTE PixelsRatio4 NUMERIC
@ATTRIBUTE BBRatio NUMERIC
@ATTRIBUTE class {accident,bomb,car,casualty,electricity,fire,fire_brigade,flood,gas,injury,paramedics,person,police,roadblock}


@DATA
0.375,0.526316,0.813734,0.4375,0.510638,0.751995,0.34375,0.531915,0.749003,0.359375,0.723404,0.895944,0.5625,0.361702,0.853723,1.34737,fire_brigade
0.380952,0.460784,0.81662,0.461538,0.490196,0.736802,0.442308,0.45098,0.751508,0.557692,0.588235,0.852187,0.307692,0.27451,0.921192,1.02941,fire_brigade
0.350962,0.509709,0.912388,0.375,0.475728,0.878921,0.326923,0.514563,0.877147,0.394231,0.68932,0.954444,0.596154,0.349515,0.93904,1.00971,fire_brigade
0.345361,0.513889,0.920914,0.402062,0.555556,0.880489,0.247423,0.564815,0.900535,0.391753,0.657407,0.956663,0.587629,0.37963,0.945972,0.898148,fire_brigade
0.325243,0.459893,0.91083,0.330097,0.494624,0.860215,0.31068,0.569892,0.884643,0.553398,0.580645,0.927237,0.262136,0.225806,0.970143,1.1016,fire_brigade
0.364929,0.402299,0.911396,0.409524,0.402299,0.862726,0.32381,0.551724,0.896442,0.561905,0.436782,0.910454,0.2,0.172414,0.974932,1.21264,fire_brigade
0.345361,0.45614,0.90369,0.391753,0.482353,0.844269,0.268041,0.552941,0.886719,0.515464,0.635294,0.930382,0.463918,0.258824,0.951607,1.1345,fire_brigade
0.438596,0.50495,0.85053,0.526316,0.42,0.870526,0.491228,0.54,0.782456,0.403509,0.54,0.868421,0.385965,0.22,0.879649,1.12871,fire_brigade
0.393939,0.487179,0.871471,0.590909,0.517241,0.825496,0.409091,0.568966,0.821578,0.515152,0.62069,0.897074,0.287879,0.224138,0.939655,1.12821,fire_brigade
0.375,0.52381,0.890006,0.5,0.534247,0.825745,0.367647,0.589041,0.864424,0.338235,0.69863,0.957897,0.558824,0.383562,0.90975,0.92517,fire_brigade
0.344444,0.433333,0.829074,0.444444,0.433333,0.721481,0.333333,0.5,0.779259,0.6,0.533333,0.874444,0.244444,0.183333,0.941111,0.75,fire_brigade
0.389831,0.443548,0.862903,0.542373,0.467742,0.805085,0.338983,0.564516,0.835429,0.457627,0.532258,0.860306,0.254237,0.209677,0.950793,0.951613,fire_brigade
0.373239,0.56129,0.929714,0.577465,0.493506,0.925919,0.43662,0.493506,0.871593,0.366197,0.506494,0.970002,0.521127,0.441558,0.954637,0.916129,fire_brigade
0.391667,0.51875,0.91651,0.616667,0.475,0.911667,0.433333,0.45,0.856667,0.433333,0.475,0.957083,0.4,0.275,0.940625,0.75,fire_brigade
0.403101,0.52518,0.897384,0.578125,0.492754,0.890399,0.46875,0.521739,0.829031,0.484375,0.434783,0.936368,0.375,0.333333,0.929801,0.928058,fire_brigade
0.36,0.477612,0.889134,0.467742,0.492537,0.839913,0.306452,0.552239,0.857005,0.387097,0.38806,0.925614,0.483871,0.373134,0.931632,0.932836,fire_brigade
0.362319,0.468531,0.884869,0.405797,0.464789,0.825883,0.449275,0.450704,0.839355,0.565217,0.577465,0.936926,0.42029,0.309859,0.936518,0.965035,fire_brigade
0.391026,0.44898,0.90293,0.551282,0.479452,0.850193,0.346154,0.589041,0.88883,0.512821,0.452055,0.920443,0.371795,0.356164,0.953811,1.06122,fire_brigade
0.378378,0.562914,0.918113,0.418919,0.506667,0.924144,0.432432,0.52,0.848829,0.608108,0.56,0.953874,0.364865,0.346667,0.945225,0.980132,fire_brigade
0.378378,0.56962,0.92157,0.445946,0.620253,0.929696,0.432432,0.531646,0.857509,0.567568,0.556962,0.952275,0.310811,0.303797,0.946801,0.936709,fire_brigade
0.407895,0.512987,0.902469,0.539474,0.480519,0.892686,0.460526,0.519481,0.84108,0.592105,0.441558,0.932502,0.381579,0.38961,0.943609,0.987013,fire_brigade
0.364286,0.471698,0.905256,0.457143,0.531646,0.870163,0.414286,0.481013,0.86094,0.571429,0.518987,0.930922,0.257143,0.21519,0.958047,0.880503,fire_brigade
0.430894,0.51497,0.913247,0.672131,0.542169,0.912897,0.409836,0.566265,0.873198,0.377049,0.457831,0.921588,0.47541,0.433735,0.944499,0.736527,fire_brigade
0.386364,0.471698,0.844768,0.477273,0.566038,0.795455,0.318182,0.566038,0.806604,0.5,0.415094,0.86964,0.272727,0.283019,0.907376,0.830189,fire_brigade
0.370787,0.482143,0.850321,0.454545,0.553571,0.780032,0.431818,0.5,0.797484,0.477273,0.571429,0.890422,0.295455,0.267857,0.928977,0.794643,fire_brigade
0.418182,0.518519,0.876431,0.545455,0.481481,0.877778,0.4,0.518519,0.819192,0.509091,0.425926,0.917172,0.436364,0.314815,0.891582,1.01852,fire_brigade
0.352273,0.54,0.842727,0.363636,0.52,0.823182,0.409091,0.46,0.725,0.522727,0.56,0.922273,0.522727,0.36,0.900455,0.88,fire_brigade
0.40625,0.430303,0.906742,0.5375,0.45122,0.86189,0.5,0.463415,0.882317,0.475,0.45122,0.921646,0.3625,0.256098,0.959909,0.969697,fire_brigade
0.448052,0.45122,0.911269,0.571429,0.439024,0.899113,0.311688,0.658537,0.904498,0.454545,0.365854,0.902281,0.428571,0.365854,0.939183,0.939024,fire_brigade
0.373239,0.509677,0.896683,0.478873,0.519481,0.876715,0.422535,0.480519,0.835193,0.605634,0.480519,0.940187,0.295775,0.246753,0.93415,0.916129,fire_brigade
0.363636,0.459302,0.911002,0.450704,0.546512,0.870947,0.295775,0.534884,0.881428,0.605634,0.406977,0.929741,0.338028,0.22093,0.961022,0.831395,fire_brigade
0.357143,0.450704,0.891801,0.414286,0.478873,0.847284,0.4,0.464789,0.842052,0.585714,0.352113,0.929175,0.4,0.197183,0.948692,0.985915,fire_brigade
0.369748,0.45614,0.851983,0.559322,0.473684,0.729706,0.355932,0.596491,0.83824,0.389831,0.561404,0.912578,0.457627,0.438596,0.925364,1.04386,fire_brigade
0.38806,0.478571,0.897548,0.522388,0.485714,0.842857,0.41791,0.571429,0.876759,0.41791,0.471429,0.935394,0.462687,0.4,0.935181,0.957143,fire_brigade
0.431818,0.503356,0.899532,0.469697,0.527027,0.886773,0.560606,0.445946,0.848075,0.590909,0.364865,0.933456,0.5,0.445946,0.927723,0.885906,fire_brigade
0.372549,0.484615,0.896481,0.460526,0.476923,0.861134,0.368421,0.492308,0.852834,0.434211,0.430769,0.942915,0.539474,0.292308,0.927328,1.17692,fire_brigade
0.379518,0.465116,0.89278,0.566265,0.515625,0.83622,0.373494,0.53125,0.86427,0.433735,0.484375,0.922628,0.39759,0.28125,0.94616,1.28682,fire_brigade
0.364706,0.459184,0.840216,0.5,0.510204,0.75413,0.357143,0.530612,0.798348,0.428571,0.44898,0.887269,0.452381,0.346939,0.920311,0.867347,fire_brigade
0.348315,0.5,0.863473,0.545455,0.490566,0.813465,0.431818,0.471698,0.761149,0.386364,0.509434,0.93482,0.431818,0.339623,0.941252,0.839623,fire_brigade
0.393258,0.51,0.858652,0.454545,0.54,0.829091,0.340909,0.56,0.812727,0.409091,0.52,0.883636,0.522727,0.5,0.908182,0.89,fire_brigade
0.407407,0.477273,0.839226,0.575,0.545455,0.8375,0.4,0.545455,0.769318,0.375,0.5,0.814205,0.325,0.272727,0.931818,0.920455,fire_brigade
0.382979,0.526316,0.867861,0.531915,0.531915,0.854233,0.425532,0.531915,0.794024,0.404255,0.510638,0.918515,0.404255,0.319149,0.90584,0.989474,fire_brigade
0.340909,0.425197,0.880995,0.5,0.507937,0.779942,0.333333,0.52381,0.860029,0.545455,0.507937,0.915584,0.227273,0.15873,0.966811,1.03937,fire_brigade
0.4,0.547445,0.897932,0.516667,0.558824,0.888725,0.416667,0.5,0.84951,0.45,0.455882,0.941667,0.433333,0.470588,0.918873,0.875912,fire_brigade
0.352,0.514286,0.896114,0.435484,0.514286,0.877419,0.387097,0.5,0.825346,0.516129,0.414286,0.943318,0.419355,0.314286,0.936866,0.892857,fire_brigade
0.347458,0.477612,0.882178,0.372881,0.462687,0.836327,0.372881,0.507463,0.827473,0.542373,0.462687,0.926638,0.423729,0.313433,0.938275,0.880597,fire_brigade
0.357664,0.504132,0.887736,0.455882,0.483333,0.854657,0.411765,0.516667,0.820098,0.455882,0.366667,0.938971,0.5,0.383333,0.933578,1.13223,fire_brigade
0.369565,0.421769,0.894903,0.492754,0.465753,0.831646,0.405797,0.493151,0.869565,0.521739,0.356164,0.915029,0.231884,0.356164,0.963272,0.938776,fire_brigade
0.401515,0.464286,0.884848,0.590909,0.5,0.853463,0.363636,0.571429,0.849784,0.454545,0.457143,0.890476,0.348485,0.328571,0.945671,0.942857,fire_brigade
0.391892,0.549669,0.90026,0.527027,0.586667,0.897477,0.418919,0.52,0.835315,0.432432,0.453333,0.94036,0.5,0.4,0.928468,0.980132,fire_brigade
0.393443,0.51773,0.881467,0.540984,0.528571,0.877049,0.377049,0.542857,0.823185,0.393443,0.385714,0.914286,0.409836,0.371429,0.910304,0.865248,fire_brigade
0.336364,0.471429,0.871494,0.454545,0.485714,0.812987,0.363636,0.471429,0.810909,0.4,0.471429,0.928831,0.436364,0.285714,0.933247,0.785714,fire_brigade
0.377193,0.484848,0.866826,0.421053,0.484848,0.818448,0.403509,0.469697,0.821106,0.45614,0.530303,0.907762,0.526316,0.454545,0.919989,0.863636,fire_brigade
0.4,0.512605,0.859189,0.473684,0.491525,0.813262,0.350877,0.576271,0.825453,0.473684,0.40678,0.900684,0.526316,0.644068,0.895332,0.966387,fire_brigade
0.378151,0.450382,0.866829,0.457627,0.461538,0.782008,0.355932,0.584615,0.855802,0.491525,0.523077,0.90013,0.440678,0.384615,0.925163,0.908397,fire_brigade
0.344262,0.438849,0.886248,0.393443,0.478261,0.817059,0.311475,0.536232,0.856736,0.57377,0.463768,0.913756,0.360656,0.275362,0.956047,0.877698,fire_brigade
0.36,0.462069,0.886345,0.467742,0.527778,0.827061,0.33871,0.5,0.854839,0.548387,0.569444,0.914427,0.274194,0.194444,0.945341,0.862069,fire_brigade
0.375,0.453416,0.874806,0.5,0.4625,0.798438,0.40625,0.5375,0.849023,0.546875,0.4875,0.916016,0.390625,0.3625,0.935937,0.795031,fire_brigade
0.349593,0.506173,0.885828,0.442623,0.506173,0.846387,0.360656,0.518519,0.825946,0.52459,0.54321,0.926128,0.393443,0.419753,0.942117,0.759259,fire_brigade
0.345588,0.46,0.872304,0.397059,0.466667,0.796275,0.352941,0.52,0.836078,0.558824,0.52,0.922353,0.411765,0.32,0.93451,0.906667,fire_brigade
0.333333,0.41958,0.871744,0.434783,0.422535,0.788324,0.391304,0.464789,0.829557,0.478261,0.478873,0.911615,0.304348,0.239437,0.955297,0.965035,fire_brigade
0.388889,0.517241,0.896121,0.472222,0.527778,0.875772,0.375,0.541667,0.8451,0.513889,0.486111,0.932677,0.5,0.333333,0.930363,0.993103,fire_brigade
0.352381,0.542056,0.830975,0.403846,0.509434,0.784107,0.384615,0.509434,0.727141,0.461538,0.679245,0.923803,0.538462,0.415094,0.883527,0.981308,fire_brigade
0.420455,0.4375,0.809422,0.522727,0.458333,0.713068,0.363636,0.520833,0.797348,0.477273,0.5,0.827178,0.568182,0.333333,0.900095,0.916667,fire_brigade
0.343434,0.541667,0.803346,0.367347,0.479167,0.730867,0.346939,0.520833,0.703231,0.346939,0.708333,0.926871,0.55102,0.416667,0.846514,1.03125,fire_brigade
0.385417,0.423077,0.773638,0.458333,0.435897,0.63141,0.416667,0.487179,0.753739,0.520833,0.615385,0.80235,0.333333,0.179487,0.907051,1.23077,fire_brigade
0.333333,0.45,0.736607,0.380952,0.475,0.575,0.428571,0.4,0.650595,0.5,0.725,0.830357,0.357143,0.225,0.890476,1.05,fire_brigade
0.337838,0.479167,0.748311,0.405405,0.520833,0.586712,0.351351,0.458333,0.690315,0.243243,0.75,0.880631,0.513514,0.270833,0.835586,0.770833,fire_brigade
0.348485,0.52439,0.718404,0.454545,0.512195,0.605322,0.393939,0.487805,0.58167,0.212121,0.780488,0.887657,0.515152,0.268293,0.798965,0.804878,fire_brigade
0.345679,0.448276,0.760643,0.45,0.5,0.640948,0.35,0.482759,0.676724,0.45,0.586207,0.775,0.15,0.172414,0.940517,0.698276,fire_brigade
0.4,0.459184,0.802959,0.48,0.469388,0.735102,0.46,0.44898,0.745714,0.46,0.612245,0.841224,0.44,0.244898,0.889796,1.02041,fire_brigade
0.372881,0.495146,0.803028,0.542373,0.529412,0.710867,0.355932,0.529412,0.725823,0.389831,0.745098,0.884015,0.508475,0.215686,0.886009,1.14563,fire_brigade
0.401515,0.480315,0.848246,0.5,0.507937,0.796537,0.454545,0.492063,0.796056,0.515152,0.634921,0.883357,0.393939,0.253968,0.914863,1.03937,fire_brigade
0.377193,0.486726,0.775811,0.578947,0.535714,0.732769,0.438596,0.446429,0.619674,0.508772,0.571429,0.812657,0.210526,0.214286,0.931704,1.00885,fire_brigade
0.382353,0.47619,0.814099,0.490196,0.461538,0.731523,0.411765,0.442308,0.763952,0.333333,0.673077,0.892911,0.54902,0.25,0.865008,0.971429,fire_brigade
0.392523,0.481818,0.803993,0.54717,0.490909,0.737221,0.45283,0.454545,0.726587,0.471698,0.654545,0.853516,0.415094,0.272727,0.892624,0.972727,fire_brigade
0.38,0.490385,0.792692,0.48,0.519231,0.703077,0.44,0.442308,0.711923,0.38,0.769231,0.878846,0.5,0.192308,0.876923,0.961538,fire_brigade
0.409836,0.492754,0.721311,0.533333,0.441176,0.719608,0.433333,0.5,0.569608,0.466667,0.588235,0.717647,0.333333,0.323529,0.853922,0.884058,fire_brigade
0.42029,0.507463,0.738265,0.558824,0.484848,0.671123,0.5,0.484848,0.656863,0.294118,0.727273,0.83779,0.529412,0.30303,0.766488,1.02985,fire_brigade
0.470588,0.472727,0.698039,0.64,0.444444,0.708148,0.48,0.518519,0.66963,0.36,0.666667,0.635556,0.44,0.259259,0.74963,0.927273,fire_brigade
0.403226,0.482143,0.696429,0.451613,0.464286,0.596774,0.451613,0.428571,0.625576,0.419355,0.714286,0.78341,0.516129,0.285714,0.779954,1.10714,fire_brigade
0.403226,0.472727,0.680059,0.451613,0.444444,0.562724,0.451613,0.481481,0.603345,0.387097,0.666667,0.796894,0.483871,0.259259,0.744325,1.12727,fire_brigade
0.425,0.504762,0.828968,0.55,0.442308,0.7875,0.466667,0.519231,0.767628,0.383333,0.730769,0.878205,0.566667,0.288462,0.878526,1.14286,fire_brigade
0.403509,0.460674,0.800118,0.54386,0.5,0.704147,0.421053,0.5,0.767943,0.368421,0.681818,0.853668,0.508772,0.204545,0.867624,1.2809,fire_brigade
0.383929,0.471154,0.811813,0.553571,0.461538,0.765453,0.357143,0.461538,0.725962,0.428571,0.673077,0.843407,0.410714,0.134615,0.912431,1.07692,fire_brigade
0.37037,0.440678,0.817169,0.444444,0.457627,0.72285,0.388889,0.440678,0.77715,0.518519,0.627119,0.851852,0.333333,0.237288,0.916824,0.915254,fire_brigade
0.415094,0.495495,0.826194,0.566038,0.509091,0.774957,0.490566,0.454545,0.763293,0.396226,0.727273,0.88542,0.490566,0.254545,0.87753,0.954955,fire_brigade
0.387387,0.492611,0.905339,0.531532,0.465347,0.865846,0.351351,0.554455,0.875925,0.405405,0.70297,0.941397,0.522523,0.237624,0.936848,1.0936,fire_brigade
0.381643,0.465608,0.899573,0.485437,0.489362,0.84404,0.378641,0.510638,0.879054,0.417476,0.723404,0.935964,0.514563,0.148936,0.936687,1.09524,fire_brigade
0.360947,0.457627,0.882727,0.392857,0.443182,0.821023,0.392857,0.443182,0.849567,0.488095,0.727273,0.918696,0.488095,0.215909,0.937771,0.954802,fire_brigade
0.396341,0.439791,0.891553,0.47561,0.484211,0.831322,0.439024,0.452632,0.87561,0.54878,0.684211,0.906547,0.329268,0.189474,0.951091,0.858639,fire_brigade
0.369792,0.443299,0.895431,0.458333,0.484536,0.82195,0.34375,0.515464,0.887135,0.541667,0.690722,0.920533,0.385417,0.195876,0.952105,0.989691,fire_brigade
0.414414,0.459184,0.819176,0.509091,0.44898,0.756215,0.472727,0.44898,0.783302,0.472727,0.693878,0.845269,0.4,0.265306,0.88757,1.13265,fire_brigade
0.424242,0.46875,0.798295,0.510204,0.479167,0.733418,0.489796,0.458333,0.754677,0.489796,0.6875,0.833333,0.387755,0.229167,0.866497,1.03125,fire_brigade
0.391304,0.468085,0.794056,0.434783,0.446809,0.710453,0.456522,0.468085,0.743756,0.521739,0.659574,0.842738,0.413043,0.297872,0.879278,0.978723,fire_brigade
0.433962,0.469388,0.823354,0.603774,0.489796,0.767809,0.490566,0.469388,0.780516,0.490566,0.673469,0.84174,0.320755,0.204082,0.90335,1.08163,fire_brigade
0.36036,0.520833,0.80884,0.381818,0.520833,0.733712,0.418182,0.479167,0.733333,0.345455,0.833333,0.910985,0.545455,0.270833,0.852273,1.15625,fire_brigade
0.381188,0.452128,0.899226,0.50495,0.489362,0.836212,0.336634,0.510638,0.885507,0.514851,0.712766,0.924584,0.415842,0.191489,0.9506,1.07447,fire_brigade
0.405263,0.449704,0.888602,0.505263,0.47619,0.840351,0.431579,0.5,0.860276,0.568421,0.619048,0.9,0.305263,0.214286,0.952005,1.12426,fire_brigade
0.392045,0.420213,0.890051,0.5,0.489362,0.81516,0.386364,0.510638,0.887452,0.534091,0.617021,0.893859,0.238636,0.148936,0.963733,0.93617,fire_brigade
0.396226,0.421053,0.910964,0.5,0.471154,0.854681,0.396226,0.490385,0.902939,0.584906,0.596154,0.920083,0.292453,0.173077,0.965167,1.01435,fire_brigade
0.350282,0.481132,0.893135,0.386364,0.490566,0.847449,0.386364,0.433962,0.843804,0.5,0.679245,0.936214,0.477273,0.226415,0.943182,0.834906,fire_brigade
0.384615,0.472973,0.739501,0.5,0.486486,0.650338,0.4375,0.432432,0.648649,0.5,0.648649,0.782095,0.34375,0.216216,0.864865,0.878378,fire_brigade
0.461538,0.424242,0.742716,0.576923,0.484848,0.660839,0.5,0.393939,0.745921,0.5,0.606061,0.700466,0.384615,0.181818,0.863636,0.787879,fire_brigade
0.407407,0.474576,0.688952,0.481481,0.448276,0.596424,0.444444,0.482759,0.632184,0.37037,0.655172,0.793103,0.444444,0.241379,0.721584,0.915254,fire_brigade
0.432836,0.457627,0.715153,0.545455,0.448276,0.606061,0.454545,0.448276,0.69697,0.30303,0.655172,0.778474,0.484848,0.241379,0.752351,1.13559,fire_brigade
0.408451,0.473684,0.730726,0.542857,0.5,0.672932,0.4,0.473684,0.631579,0.542857,0.578947,0.774436,0.314286,0.236842,0.834586,0.934211,fire_brigade
0.39823,0.417476,0.833405,0.482143,0.45098,0.7507,0.375,0.411765,0.814426,0.553571,0.568627,0.839286,0.339286,0.27451,0.920168,1.09709,fire_brigade
0.414414,0.48,0.81982,0.545455,0.46,0.785818,0.454545,0.48,0.737455,0.545455,0.6,0.843273,0.381818,0.26,0.908,1.11,fire_brigade
0.364583,0.467391,0.805707,0.354167,0.434783,0.736413,0.375,0.478261,0.738678,0.541667,0.695652,0.84375,0.354167,0.195652,0.903986,1.04348,fire_brigade
0.424528,0.413793,0.796899,0.433962,0.372093,0.716542,0.528302,0.488372,0.764809,0.54717,0.55814,0.80079,0.339623,0.255814,0.899517,1.21839,fire_brigade
0.364583,0.5,0.787591,0.395833,0.478261,0.692935,0.416667,0.478261,0.71875,0.291667,0.782609,0.90308,0.541667,0.282609,0.835598,1.04348,fire_brigade
0.376147,0.508772,0.840093,0.407407,0.508772,0.764457,0.444444,0.473684,0.79987,0.222222,0.824561,0.94152,0.555556,0.315789,0.850227,0.95614,fire_brigade
0.436508,0.464912,0.853244,0.587302,0.491228,0.81203,0.460317,0.45614,0.818992,0.492063,0.701754,0.862991,0.412698,0.192982,0.918964,1.10526,fire_brigade
0.423913,0.469565,0.821928,0.521739,0.473684,0.765446,0.478261,0.45614,0.784897,0.478261,0.701754,0.860031,0.369565,0.263158,0.872616,0.8,fire_brigade
0.39823,0.504065,0.84337,0.535714,0.491803,0.80445,0.428571,0.508197,0.77137,0.392857,0.721311,0.894028,0.517857,0.245902,0.896663,0.918699,fire_brigade
0.363636,0.488,0.809636,0.431818,0.5,0.739736,0.386364,0.451613,0.728372,0.431818,0.741935,0.880865,0.454545,0.241935,0.88563,0.704,fire_brigade
0.361538,0.488722,0.874957,0.430769,0.454545,0.831002,0.338462,0.530303,0.819814,0.538462,0.560606,0.91958,0.446154,0.287879,0.927506,0.977444,fire_brigade
0.375,0.483333,0.860482,0.484375,0.466667,0.811979,0.359375,0.533333,0.801302,0.59375,0.583333,0.901042,0.359375,0.233333,0.927604,1.06667,fire_brigade
0.353535,0.446602,0.822301,0.469388,0.411765,0.740296,0.346939,0.509804,0.742697,0.591837,0.54902,0.859544,0.244898,0.176471,0.937175,0.961165,fire_brigade
0.349515,0.412371,0.834451,0.45098,0.4375,0.770425,0.333333,0.4375,0.75531,0.509804,0.479167,0.819853,0.0588235,0.0416667,0.982435,1.06186,fire_brigade
0.384615,0.468468,0.843382,0.557692,0.490909,0.776923,0.384615,0.509091,0.788112,0.538462,0.636364,0.881469,0.365385,0.2,0.923077,0.936937,fire_brigade
0.4,0.5,0.759481,0.555556,0.485714,0.71746,0.407407,0.485714,0.627513,0.555556,0.571429,0.837037,0.407407,0.285714,0.846561,0.785714,fire_brigade
0.389831,0.472727,0.750693,0.482759,0.407407,0.717752,0.413793,0.518519,0.610473,0.517241,0.592593,0.745849,0.172414,0.148148,0.906769,1.07273,fire_brigade
0.404255,0.518519,0.734043,0.652174,0.481481,0.681159,0.434783,0.481481,0.58132,0.478261,0.703704,0.834138,0.391304,0.185185,0.824477,0.87037,fire_brigade
0.389831,0.484375,0.750265,0.551724,0.5,0.706897,0.37931,0.5,0.635776,0.448276,0.625,0.77694,0.344828,0.21875,0.87069,0.921875,fire_brigade
0.418182,0.491803,0.748137,0.592593,0.5,0.745679,0.407407,0.5,0.614815,0.481481,0.566667,0.740741,0.296296,0.2,0.87284,0.901639,fire_brigade
0.389535,0.504808,0.901973,0.546512,0.519231,0.857111,0.360465,0.567308,0.871534,0.418605,0.586538,0.945215,0.55814,0.346154,0.934034,0.826923,fire_brigade
0.352601,0.490196,0.907684,0.465116,0.470588,0.864683,0.325581,0.558824,0.872093,0.569767,0.656863,0.945052,0.418605,0.27451,0.947674,0.848039,fire_brigade
0.3875,0.473214,0.909821,0.55,0.491071,0.864955,0.375,0.5625,0.88192,0.575,0.598214,0.932924,0.3375,0.223214,0.959487,0.714286,fire_brigade
0.33871,0.490385,0.91067,0.376344,0.461538,0.860422,0.322581,0.596154,0.885856,0.494624,0.721154,0.95244,0.494624,0.259615,0.943962,0.894231,fire_brigade
0.331429,0.453659,0.90085,0.367816,0.441176,0.841334,0.321839,0.54902,0.871309,0.574713,0.627451,0.926414,0.287356,0.186275,0.961911,0.853659,fire_brigade
0.361702,0.490566,0.84725,0.468085,0.471698,0.799277,0.340426,0.54717,0.778402,0.553191,0.603774,0.897631,0.404255,0.207547,0.913689,0.886792,fire_brigade
0.253247,0.48,0.895909,0.415584,0.46,0.835325,0.363636,0.48,0.81013,0.181818,0.74,0.943896,0.012987,0.02,0.994286,1.54,fire_brigade
0.343434,0.517544,0.85575,0.489796,0.526316,0.807734,0.346939,0.526316,0.765843,0.571429,0.701754,0.920158,0.408163,0.22807,0.92517,0.868421,fire_brigade
0.319149,0.461538,0.843972,0.404255,0.482759,0.76449,0.319149,0.5,0.769626,0.553191,0.603448,0.875275,0.170213,0.12069,0.962583,0.803419,fire_brigade
0.340909,0.504587,0.839762,0.5,0.518519,0.769781,0.295455,0.518519,0.758418,0.522727,0.685185,0.914562,0.431818,0.222222,0.913721,0.807339,fire_brigade
0.324324,0.485981,0.862171,0.4,0.45283,0.808576,0.309091,0.528302,0.787307,0.618182,0.584906,0.913208,0.327273,0.169811,0.935506,1.03738,fire_brigade
0.365854,0.5,0.839685,0.439024,0.520833,0.797764,0.341463,0.520833,0.765752,0.512195,0.645833,0.879065,0.365854,0.1875,0.916159,0.854167,fire_brigade
0.333333,0.489796,0.839184,0.432432,0.469388,0.793161,0.297297,0.510204,0.746277,0.540541,0.632653,0.875345,0.243243,0.142857,0.936018,0.765306,fire_brigade
0.373494,0.47191,0.838094,0.487805,0.454545,0.782705,0.341463,0.522727,0.763304,0.560976,0.659091,0.854767,0.219512,0.136364,0.941242,0.932584,fire_brigade
0.321839,0.47191,0.828103,0.395349,0.454545,0.748414,0.302326,0.5,0.738901,0.581395,0.636364,0.872622,0.232558,0.159091,0.942389,0.977528,fire_brigade
0.337079,0.556522,0.84895,0.363636,0.438596,0.822568,0.295455,0.54386,0.748006,0.454545,0.736842,0.930622,0.522727,0.421053,0.889553,0.773913,fire_brigade
0.356436,0.50495,0.84031,0.48,0.5,0.796,0.34,0.52,0.7476,0.6,0.6,0.8944,0.36,0.2,0.916,1,fire_brigade
0.319149,0.481481,0.84476,0.404255,0.481481,0.763987,0.319149,0.518519,0.769898,0.617021,0.685185,0.902285,0.234043,0.185185,0.942868,0.87037,fire_brigade
0.354839,0.514019,0.853482,0.5,0.509434,0.821165,0.347826,0.528302,0.748975,0.586957,0.679245,0.90361,0.282609,0.207547,0.933142,0.869159,fire_brigade
0.336634,0.5,0.860415,0.44,0.490196,0.827843,0.36,0.490196,0.763137,0.58,0.647059,0.893333,0.2,0.117647,0.953333,0.990196,fire_brigade
0.40625,0.460317,0.767361,0.53125,0.483871,0.689516,0.40625,0.483871,0.716734,0.46875,0.612903,0.78125,0.34375,0.290323,0.870968,1.01587,fire_brigade
0.360825,0.494624,0.860548,0.4375,0.5,0.807518,0.354167,0.543478,0.801178,0.604167,0.673913,0.894475,0.270833,0.195652,0.93433,1.04301,fire_brigade
0.361446,0.505051,0.847024,0.560976,0.510204,0.797909,0.365854,0.510204,0.754604,0.585366,0.632653,0.902937,0.341463,0.183673,0.923843,0.838384,fire_brigade
0.351064,0.479167,0.83566,0.468085,0.5,0.759752,0.340426,0.541667,0.76773,0.574468,0.645833,0.877216,0.276596,0.145833,0.937943,0.979167,fire_brigade
0.378049,0.438202,0.82228,0.390244,0.431818,0.73337,0.439024,0.522727,0.772173,0.609756,0.545455,0.853659,0.243902,0.204545,0.925166,0.921348,fire_brigade
0.363636,0.477778,0.825108,0.5,0.488889,0.754386,0.315789,0.533333,0.748538,0.605263,0.533333,0.879532,0.368421,0.177778,0.91345,0.855556,fire_brigade
0.353659,0.482759,0.8388,0.487805,0.488372,0.765173,0.365854,0.511628,0.758366,0.634146,0.674419,0.898469,0.243902,0.186047,0.929665,0.942529,fire_brigade
0.333333,0.505051,0.843952,0.461538,0.510204,0.782313,0.307692,0.510204,0.751962,0.615385,0.714286,0.907902,0.282051,0.204082,0.929356,0.787879,fire_brigade
0.385542,0.506173,0.83192,0.560976,0.525,0.804268,0.365854,0.525,0.734146,0.585366,0.625,0.856098,0.243902,0.175,0.92439,1.02469,fire_brigade
0.351351,0.470588,0.801272,0.513514,0.5,0.714286,0.351351,0.47619,0.694337,0.594595,0.595238,0.869369,0.297297,0.166667,0.920849,0.870588,fire_brigade
